item,dept,unit_cost,stock_on_hand
"6143",90,15403,8297,54039
"6976",90,7635,0019,76315
"9880",90,13310,3148,65078
"4160",92,30531,6107,51866
"4411",92,22629,8562,43375
"5061",92,33052,5126,50690
"5425",92,18040,7594,35855
"7719",92,49713,8083,70354
"8175",92,13540,1664,25121
"9156",92,28992,9123,86301
"630",28,15446,3764,9133
"783",28,31482,5666,89124
"2701",28,49658,978,85758
"5006",28,14800,9776,34139
"6644",28,30760,1874,89981
"7220",28,42474,8286,14206
"7549",28,31299,7705,31433
"7818",28,28340,5644,83717
"9862",28,29625,586,44789
"9940",28,36363,5308,94179
"3691",32,33550,9525,26532
"4405",32,15079,1764,11394
"4799",32,36002,2191,93366
"6631",32,36037,6229,36819
"7419",32,31851,6105,89625
"9039",32,49214,9308,37792
"9256",32,26638,2244,61386
"9689",32,45466,9356,58160
"90",52,27902,3782,63439
"502",52,24760,3304,92075
"580",52,42539,321,40391
"1069",52,12840,6215,50234
"1244",52,38043,1309,31680
"1439",52,46075,3579,58537
"2768",52,26851,2325,29499
"4204",52,35991,1994,95613
"5280",52,17818,7794,27174
"6920",52,5999,0402,38056
"8780",52,43243,5348,12917
"9141",52,49197,5897,35083
"980",90,24629,5835,78517
"1263",90,7976,7935,71635
"1806",90,38011,4454,89805
"2456",90,13414,8206,19953
"3050",90,34005,5142,53904
"4277",90,42540,9938,4288
"4457",90,48953,7685,16123
"6073",90,33023,38,36063
"6253",90,14569,0067,19920
"8542",90,32761,5883,44652
"8592",90,31600,4725,48610
"9342",90,48719,6704,61506
"9542",90,7961,8516,54653
"9704",90,15151,4875,44636
"267",92,16853,997,84429
"467",92,13857,4517,99819
"1692",92,18594,7341,60168
"2884",92,43374,2127,96758
"4636",92,39775,7994,94886
"4770",92,7091,8424,24344
"5172",92,19326,0259,59902
"6693",92,43552,4361,84099
"7056",92,9049,0808,50948
"7552",92,7499,1386,68193
"7748",92,32040,348,88745
"9748",92,23143,8638,55100
"9988",92,47718,454,3952
"94",28,20754,4946,35218
"1277",28,23175,5028,31859
"2578",28,30705,3872,73072
"3268",28,37129,1746,66803
"5222",28,28659,9172,10353
"6383",28,21250,4887,90810
"6951",28,6610,5928,54912
"7288",28,44273,8418,61366
"8565",28,31640,4036,35379
"9366",28,16088,6785,32871
"9476",28,14070,4006,94088
"569",32,41990,8821,86653
"1367",32,27449,2375,93614
"2511",32,41429,9207,38168
"3456",32,12109,0935,58822
"4223",32,27530,6437,78519
"4313",32,48442,0842,61427
"4589",32,47997,8607,32179
"4852",32,36788,7424,38841
"641",52,34568,5432,9156
"1881",52,36927,3545,55366
"2704",52,47603,0309,46750
"2952",52,13644,9116,22871
"3479",52,18936,3816,76431
"4034",52,47664,6317,30392
"5198",52,49658,6495,37293
"5304",52,27621,7793,47648
"8667",52,23964,7717,54152
"9102",52,11368,2648,20864
"9439",52,17519,9023,77941
"9937",52,44909,3306,21820
"443",90,29156,5093,83594
"1765",90,31799,2511,87488
"2517",90,19027,8486,16170
"4182",90,15522,0493,91786
"4586",90,44802,979,11587
"4804",90,34448,9725,1720
"6408",90,13223,4099,20967
"6627",90,27877,1958,64977
"6684",90,32374,8043,80240
"7444",90,41851,6966,18948
"7862",90,5248,29,90248
"7964",90,17608,5639,88896
"8715",90,21559,5157,9704
"8802",90,12088,1217,67152
"9115",90,18646,1366,49620
"9247",90,35707,9134,35995
"9646",90,7656,3003,21037
"206",92,45811,3376,68415
"997",92,9883,0288,2721
"2071",92,40096,7537,58641
"2955",92,25027,3963,4930
"4225",92,39221,5325,64211
"4436",92,21448,8406,55403
"4928",92,17144,9285,70946
"6512",92,37206,6756,79357
"6792",92,45400,5981,26913
"7726",92,18285,591,23602
"157",28,12276,7668,8671
"2222",28,38712,1749,12873
"2488",28,35439,4684,80602
"3759",28,28652,5212,35875
"7096",28,5763,118,40081
"8573",28,12380,8275,21505
"9018",28,37169,482,32099
"9083",28,32008,9829,95036
"1010",32,41998,4591,7204
"1754",32,33318,8485,60566
"4983",32,27922,42,59234
"6524",32,27000,0472,67316
"8547",32,6144,8884,57258
"2123",52,9098,0338,30119
"2513",52,20450,7407,39355
"3058",52,35502,9129,67692
"3215",52,28843,7506,34894
"3621",52,35868,0274,41762
"5196",52,17284,6831,33120
"6186",52,17001,8187,7377
"8118",52,29856,7536,93408
"9340",52,40794,6626,59126
"1369",90,35061,2886,52903
"1897",90,31086,6456,31710
"2495",90,43019,0232,51248
"2634",90,36300,6868,31656
"4556",90,39315,1531,5163
"5379",90,15364,5897,39187
"5489",90,16219,0926,14760
"6351",90,16613,7888,93143
"6391",90,22537,2581,79216
"6806",90,44837,442,26248
"7338",90,9669,922,92709
"7624",90,22411,0414,98413
"7681",90,36490,4777,91336
"8653",90,35074,2081,20251
"9665",90,32051,0365,74460
"156",92,44838,1697,89648
"2395",92,45262,333,43194
"2821",92,48262,6324,64300
"2921",92,21867,8605,61455
"3035",92,27061,0723,80027
"3477",92,40829,9191,46274
"3487",92,49938,9607,42307
"4210",92,39552,7507,67527
"5806",92,21439,7087,35074
"5883",92,19720,3919,8589
"6950",92,23831,0741,12649
"7107",92,12409,0942,70218
"7615",92,48354,5103,54492
"7708",92,44492,5586,53576
"7745",92,37082,6863,31777
"7854",92,7781,7781,87573
"8555",92,29648,9972,19614
"9496",92,39788,1323,40320
"1189",2,39852,8497,37281
"1243",2,30072,7871,39351
"1245",2,26048,2096,24876
"2008",2,21518,6871,16473
"2084",2,6225,1992,64942
"3517",2,7185,9888,32648
"3824",2,12308,3958,90024
"5339",2,18168,2415,99697
"6367",2,34732,9625,17948
"6610",2,47293,2383,87585
"7114",2,15461,5889,42282
"9383",2,41278,7392,60670
"9579",2,12058,7877,86121
"234",18,26769,6648,76845
"908",18,29928,9333,13273
"1460",18,12835,6112,98159
"2920",18,9915,8687,38834
"4084",18,22396,8079,29808
"4590",18,13079,2575,12659
"4707",18,27727,984,40142
"4824",18,14803,1961,1538
"5568",18,33157,7908,54938
"5653",18,48564,6516,67829
"5960",18,49759,1892,67625
"6919",18,11275,9894,85582
"8864",18,16828,9061,29819
"9438",18,28523,8482,86666
"679",20,14999,3497,10627
"1513",20,29884,4942,90824
"3033",20,21225,9678,50842
"4208",20,33357,6237,65865
"4547",20,32374,9701,47155
"5987",20,35756,7338,26486
"6083",20,37073,0252,5058
"7012",20,34723,8023,81889
"7570",20,39783,7253,73901
"7694",20,24766,4785,43543
"8140",20,49438,4391,80347
"8598",20,8299,402,94615
"8953",20,6478,6427,48873
"318",68,24848,5761,91259
"1664",68,15685,3852,41601
"2502",68,24918,7446,41206
"2624",68,43183,8237,72206
"4154",68,23422,564,60028
"4739",68,25082,6953,94485
"4760",68,17481,2148,95589
"5117",68,24327,7987,82559
"5183",68,19136,6433,32914
"6833",68,44844,8669,39252
"7729",68,49274,1234,62589
"9090",68,49436,3067,73643
"9899",68,32412,7208,74937
"1527",73,11952,1557,1854
"2310",73,23635,5642,84366
"4890",73,18238,6603,37016
"5112",73,14994,7744,63771
"6436",73,7308,3759,5118
"6534",73,34576,8414,72512
"7103",73,47711,1632,61446
"7987",73,8135,8254,99579
"7999",73,28707,3979,6680
"8067",73,48905,6414,71542
"8360",73,42975,8643,74794
"8892",73,23547,0873,28473
"8922",73,46509,9698,79625
"9128",73,18583,562,58737
"9130",73,15937,7469,62087
"305",85,25526,1512,83225
"657",85,6756,831,81771
"3007",85,24745,2962,71270
"3179",85,20517,0832,32554
"3684",85,17592,3918,29177
"4103",85,29312,2123,16173
"4662",85,25621,7653,3899
"5100",85,28152,4606,7509
"6353",85,12543,2292,69813
"410",2,23512,7379,16656
"829",2,10455,4246,8752
"1829",2,9998,2117,89600
"2427",2,33906,4419,19207
"4135",2,14950,4357,14234
"4663",2,10739,8323,14050
"6431",2,28974,3683,41073
"9607",2,42176,0942,9618
"9668",2,32211,357,84418
"462",18,15154,3053,11641
"561",18,25110,1551,54356
"598",18,6647,1788,93994
"1418",18,41073,2631,46853
"2575",18,48834,7483,53532
"4685",18,9278,3977,37395
"5616",18,14198,0643,95495
"5627",18,18775,6075,66576
"5827",18,25515,8747,53473
"6109",18,39465,6419,65907
"7047",18,8972,2153,24591
"7754",18,43860,7051,20720
"9460",18,7153,277,27240
"1211",20,8468,9075,59225
"1298",20,43624,8449,43276
"2081",20,6267,4334,72043
"2699",20,24239,7968,24358
"3161",20,44394,6226,70094
"4169",20,30490,1676,58004
"5375",20,16057,6205,35391
"5588",20,30688,8826,4289
"6933",20,41436,9113,55731
"7720",20,23091,3016,46982
"7743",20,5357,5437,7258
"47",68,39602,5752,70328
"442",68,17677,5244,83360
"2713",68,25941,3469,32812
"3344",68,25566,1102,53098
"3489",68,17469,5097,57305
"3744",68,39236,128,98411
"3842",68,29588,5481,58465
"5190",68,13317,7732,48457
"5801",68,25315,5332,87056
"7101",68,20539,176,88785
"7106",68,25101,1672,86244
"8231",68,27507,2561,4139
"9740",68,42992,1021,23154
"1451",73,46772,0674,93562
"2048",73,14578,7541,67536
"2453",73,46753,2781,64156
"4954",73,7977,1343,21585
"5859",73,41356,904,6030
"7083",73,37974,8574,24991
"7126",73,6613,3937,3296
"8221",73,49256,5519,32477
"8611",73,22071,0098,58351
"8773",73,5875,5064,85235
"989",85,42264,353,93336
"1241",85,17610,9457,98958
"1397",85,24127,1071,21896
"2970",85,33918,6267,59028
"3948",85,39551,6565,17550
"4106",85,34296,7146,64209
"4480",85,35029,6091,85539
"5091",85,26511,2262,61745
"7302",85,21956,8418,26452
"7590",85,41835,3794,64589
"7900",85,36760,9703,48689
"1246",2,47183,1913,62922
"1616",2,23634,6818,48895
"1779",2,16964,6642,79808
"4391",2,33583,1592,52791
"4741",2,14820,6149,41919
"5475",2,23902,4204,56392
"5856",2,22945,4375,73867
"7648",2,42565,8636,94873
"8694",2,24951,8369,68165
"9396",2,46095,8321,46091
"154",18,21985,0245,61646
"160",18,36067,2334,11865
"169",18,15921,6883,48706
"244",18,9490,2576,37928
"814",18,30080,843,25381
"1349",18,31390,6286,51456
"1922",18,43179,3101,35842
"2142",18,9112,6039,69582
"2777",18,41145,1673,50691
"3332",18,30918,3924,70090
"3876",18,41874,7625,47515
"4242",18,48030,8876,81103
"4756",18,35118,0105,4602
"5451",18,33756,1861,98721
"5548",18,6579,5851,17226
"9390",18,25382,3423,30125
"9595",18,19334,6597,6948
"1002",20,13660,2859,32679
"1275",20,13364,7065,67749
"2160",20,9084,6995,45169
"3565",20,10064,9214,76983
"6704",20,38225,8541,47815
"6984",20,46999,6854,63464
"7247",20,34925,7315,58595
"7354",20,28615,2483,19621
"8100",20,38514,5936,87030
"8709",20,32947,4198,55116
"9698",20,19695,4193,39921
"133",68,15928,9852,64495
"277",68,14033,0316,57310
"927",68,34622,7015,55634
"3307",68,32202,5537,37415
"3438",68,45547,6834,1488
"3804",68,15424,2408,56986
"4724",68,19174,8211,17444
"5284",68,11118,9865,77873
"6600",68,14511,0867,65658
"8453",68,32758,011,87389
"8454",68,5441,7703,7478
"8673",68,40045,6411,13994
"8867",68,20573,6757,9535
"8992",68,20014,24,4424
"1330",73,31950,069,92487
"2139",73,41591,6138,34173
"2265",73,39318,6674,56406
"2716",73,33412,4822,70984
"2826",73,44547,8106,76453
"3187",73,22162,6274,58105
"5642",73,6843,7403,62816
"5831",73,49568,4514,68134
"6112",73,44852,9957,48890
"7677",73,46120,4415,17120
"7702",73,30836,1144,1434
"338",85,5699,2646,29027
"991",85,26194,5914,57923
"2308",85,11709,0001,92018
"2948",85,48575,6076,5339
"3737",85,13101,5214,80803
"4437",85,48684,1083,43820
"4970",85,46532,3332,8117
"5245",85,33858,4115,8660
"6007",85,33042,5025,91792
"6561",85,9356,2842,36885
"8068",85,30586,9183,80026
"9453",85,46238,811,23661
"3265",2,49941,9245,47873
"3330",2,27903,9083,73249
"4219",2,29613,128,22560
"7355",2,22528,0256,29780
"8608",2,22700,0708,67232
"749",18,35204,4537,62049
"1760",18,33188,3807,61519
"2188",18,5175,5469,19426
"2827",18,9644,1121,32056
"3682",18,29212,2349,17652
"3800",18,40954,6465,69288
"4132",18,33423,7755,59562
"4452",18,17870,474,92805
"4490",18,32695,9014,99696
"6028",18,9271,4896,88754
"4579",59,24021,274,95288
"5940",59,41915,7354,72146
"8345",59,24330,3528,4435
"8600",59,9442,3794,80274
"249",60,13205,1041,57851
"1893",60,9952,8221,27006
"2688",60,15497,9315,34498
"2800",60,35957,5855,17449
"2937",60,32703,553,34302
"4358",60,27308,7003,91102
"5823",60,13599,1583,63988
"6397",60,49919,6613,36148
"708",63,45568,936,23179
"3293",63,18370,8216,98540
"3795",63,11577,8375,18108
"3798",63,49813,0456,27088
"4866",63,23427,2829,6606
"5712",63,20251,9347,9320
"6103",63,19653,1651,25688
"6233",63,12526,7978,51128
"6237",63,9097,5393,57519
"6617",63,20591,2218,92704
"6728",63,37256,6797,54162
"8363",63,33734,3109,14159
"8636",63,49928,2892,71034
"9122",63,8924,4506,46599
"9551",63,10719,1864,70084
"50",71,15344,2766,19573
"517",71,37859,4516,70722
"1341",71,39527,7364,56309
"2676",71,31654,8777,3264
"2916",71,25104,8023,73991
"3675",71,26187,2137,80565
"5047",71,49123,9114,63504
"7001",71,8576,1472,52407
"7065",71,11124,7706,15292
"7268",71,32462,2756,10001
"8104",71,35884,1811,28620
"8861",71,7688,3826,47814
"9184",71,6854,9939,49280
"9931",71,48786,767,13494
"129",75,36647,1868,80757
"159",75,40603,2346,29423
"1534",75,36095,4711,52830
"2115",75,36202,8491,82578
"2158",75,12787,8931,39692
"2261",75,42210,3076,58208
"2480",75,19989,4612,66215
"3687",75,10139,6623,96770
"3723",75,46811,597,37134
"3802",75,46210,9787,42750
"3898",75,9660,5204,73337
"4606",75,43265,1377,11635
"5028",75,10897,2682,20517
"5345",75,8487,3131,45204
"5426",75,47484,6568,22536
"5453",75,42002,0136,27111
"6132",75,23951,6642,33462
"7443",75,49637,3308,24490
"7470",75,9250,7438,34856
"7868",75,11697,996,42364
"8895",75,13961,3653,55267
"9174",75,12210,6118,60188
"9588",75,27259,5359,91232
"911",82,7550,2683,42683
"1650",82,22923,5351,16927
"1974",82,45172,9608,46633
"2350",82,34976,3585,59224
"2559",82,41410,4978,72272
"3030",82,6264,4328,5815
"3193",82,27389,4895,89582
"3210",82,20645,5082,53880
"3861",82,49763,6564,24808
"4567",82,7866,162,34241
"5326",82,39433,3875,28420
"5983",82,43108,3996,18443
"6114",82,16298,9796,13798
"6242",82,46504,8075,10324
"6437",82,36292,5244,80617
"7202",82,36697,2318,5207
"8557",82,8051,9036,71676
"372",84,21757,8866,3098
"1097",84,25080,7101,85051
"1573",84,17135,9969,5966
"2396",84,23153,3419,72076
"2805",84,37205,9864,36090
"3224",84,32931,7548,95430
"3226",84,41329,3773,54916
"4161",84,46408,733,64853
"5320",84,47002,7752,70979
"5829",84,16764,428,34466
"7079",84,46595,1767,12344
"7550",84,11557,3024,69686
"7640",84,21719,3031,77768
"7773",84,35877,3714,63547
"8009",84,43797,4325,99560
"9583",84,10112,7061,96892
"162",7,19356,5869,67258
"2235",7,26883,9747,70415
"4373",7,14556,292,64867
"4516",7,5536,5736,76942
"4781",7,25565,4335,80204
"5796",7,12787,7096,87853
"6066",7,15409,3411,10808
"6604",7,42026,2984,8651
"8499",7,39691,4201,75086
"8804",7,18908,1568,57499
"1962",45,30910,6083,92394
"2210",45,10483,8772,38855
"2369",45,44913,6119,23512
"2862",45,11927,4345,62845
"2951",45,16384,9594,3352
"5442",45,34200,2813,50385
"5505",45,47501,9382,94883
"5743",45,48965,5009,96398
"8379",45,16022,7268,62942
"1550",57,25515,5168,80187
"3481",57,12799,1436,66310
"4107",57,45195,3349,41055
"4764",57,18697,24,20354
"5264",57,18146,7676,59562
"5479",57,11401,8252,37802
"9424",57,10685,6697,18387
"291",59,28389,6446,87433
"1067",59,23704,2084,9637
"1335",59,32010,3077,14347
"3157",59,15582,5566,77422
"3459",59,13010,6135,14723
"4299",59,24102,979,17972
"5348",59,47507,1052,50817
"7873",59,15146,4789,15365
"520",60,34577,1244,29844
"595",60,17236,7795,78677
"1143",60,22725,7855,35840
"1656",60,48067,2645,32188
"1832",60,32033,8567,48859
"3239",60,33633,5377,60406
"3391",60,34177,7756,92030
"4272",60,31679,0529,6960
"6940",60,8162,6417,54774
"8703",60,7869,8973,53105
"9295",60,43529,204,18449
"9641",60,12067,9376,38729
"1003",63,11871,9028,69750
"2257",63,36799,9834,36875
"2895",63,39235,9764,78420
"7172",63,18694,6191,3252
"7830",63,13614,8732,26067
"8324",63,27760,9819,68549
"8546",63,35200,4298,82192
"8674",63,43891,2699,19539
"8951",63,36639,7889,74434
"8990",63,47823,6421,62757
"9047",63,40948,871,37003
"9231",63,21482,0552,32938
"424",71,44218,9037,38721
"1054",71,28278,661,21619
"4623",71,12635,4617,2143
"6169",71,8936,7667,51202
"6213",71,31078,7976,81412
"6365",71,16703,7464,48913
"6473",71,39837,7709,34516
"7076",71,33693,1124,19619
"7366",71,23809,6587,70993
"8097",71,41372,8686,40069
"8266",71,42946,8265,40014
"8789",71,36180,3057,47029
"1576",75,5359,6131,48496
"2718",75,31987,6437,70515
"2992",75,48828,6256,91149
"3266",75,28095,1526,79995
"3286",75,31272,7602,85718
"3394",75,10018,6689,81971
"4048",75,19744,7151,51603
"4433",75,46392,3133,90646
"5373",75,34548,4622,50967
"6055",75,5456,4001,39749
"6636",75,21265,1588,78067
"7331",75,11426,0773,73950
"7384",75,14091,018,96658
"7450",75,30746,5595,5104
"7912",75,6060,5154,13205
"8241",75,7975,7728,27198
"9012",75,33005,5434,19922
"9026",75,35757,8877,54864
"9392",75,47318,0381,63257
"781",82,8152,7847,28563
"836",82,29228,5277,67090
"1745",82,46996,4753,96779
"2837",82,27936,2507,78155
"3887",82,38910,9658,83913
"4319",82,11693,9157,28634
"5669",82,26123,713,75640
"7029",82,44079,7705,92440
"7417",82,34513,5901,68736
"7808",82,41509,3855,24866
"8367",82,7541,0421,44328
"8803",82,39144,5208,33218
"9776",82,39027,209,48949
"144",84,43286,5651,8185
"1005",84,20446,0177,3793
"2268",84,33726,6899,97416
"4453",84,31454,7503,76323
"5291",84,15030,507,63198
"5347",84,37167,0408,53805
"6264",84,8173,6888,12653
"7514",84,26966,064,95672
"8159",84,17029,3262,48526
"11",7,25798,1684,73977
"916",7,16163,7503,46592
"1125",7,46364,1674,72669
"1226",7,18172,1196,54498
"2282",7,46451,7505,46432
"2482",7,21031,9349,63129
"3522",7,29605,0981,22711
"4115",7,42197,2502,33928
"4175",7,20254,3014,22074
"4281",7,26031,0568,89795
"4587",7,8643,4865,98229
"4729",7,23685,5497,91258
"4840",7,23024,3815,3675
"5997",7,30941,1479,66123
"6535",7,43546,7937,55307
"7442",7,41562,9547,9786
"9169",7,26926,816,79573
"9521",7,7401,7547,78314
"9634",7,41757,0915,62945
"9856",7,30723,516,73909
"617",45,15283,6647,45658
"750",45,10112,452,49238
"1471",45,37945,0838,78617
"1615",45,27340,0212,9337
"2082",45,28008,1107,51629
"2391",45,18266,6916,16072
"3025",45,43947,8869,96706
"3032",45,12979,0041,28873
"4561",45,26893,1497,10570
"5086",45,30962,1806,54079
"5869",45,10874,7688,92629
"6494",45,9411,5232,60472
"6550",45,25543,6995,46844
"7050",45,33044,3265,20445
"8336",45,9951,0941,69685
"8708",45,20390,0165,6354
"8724",45,29467,5688,95595
"9412",45,27713,1229,75752
"9436",45,14359,2381,44375
"213",57,25478,8573,78524
"969",57,35412,1199,87832
"1209",57,15957,78,59994
"1886",57,13659,1079,30894
"4816",57,27165,1335,52991
"5201",57,14921,152,50952
"5275",57,11192,6347,31768
"6582",57,16800,2581,71384
"8836",57,29654,7389,22824
"9879",57,13369,4567,69715
"680",59,32521,3649,33386
"1780",59,34685,9475,70941
"2403",59,41608,2466,81127
"2654",59,32274,7179,64951
"3331",59,24967,909,68438
"4226",59,22454,5694,19520
"6481",59,22444,8781,79577
"6489",59,25601,1905,55879
"7852",59,25875,2035,72367
"8063",59,38754,8651,62022
"8385",59,32103,5177,35970
"9817",59,29273,0902,79710
"645",60,37300,3691,5722
"4803",60,40910,6956,20703
"5308",60,28462,0739,17818
"7203",60,26366,4161,75222
"7498",60,10592,2024,38579
"7762",60,15445,7841,22727
"9855",60,13804,3776,2173
"342",63,27159,3146,34177
"506",63,30588,0294,74566
"936",63,38964,3562,75993
"1213",63,26690,8546,56627
"1528",63,31420,0246,56839
"3069",63,44491,0923,40492
"6138",63,43851,294,98157
"7264",63,29142,6059,6503
"9019",63,8830,5068,18750
"9222",63,38321,3953,67164
"9281",63,32979,2213,80186
"9337",63,7430,3254,66723
"9622",63,41166,39,10883
"9829",63,48723,4629,70861
"714",71,49286,3601,44963
"716",71,49128,7626,71127
"2083",71,5763,8992,10200
"2731",71,17859,2708,94290
"3721",71,17727,6355,65120
"5174",71,26340,6799,29123
"6992",71,12017,1874,93493
"7242",71,35362,9579,89205
"7858",71,41628,0799,55022
"9145",71,46409,2258,12556
"1319",75,49535,6664,75436
"1905",75,33738,8706,83213
"2612",75,24695,7255,70981
"2766",75,15122,8891,88377
"3280",75,36852,7078,65270
"6293",75,23277,9767,21495
"6471",75,42689,5514,10800
"6811",75,23826,8116,45711
"9182",75,16322,9577,50550
"9546",75,33425,192,29154
"9618",75,35158,5666,31001
"208",82,39776,4033,36878
"1474",82,36520,0049,31078
"1746",82,14773,7189,24121
"3476",82,16966,6632,8992
"4173",82,19314,5297,35496
"4765",82,29518,4774,37509
"6418",82,10507,8302,73722
"6474",82,16245,7328,26434
"7275",82,6580,0899,51764
"7449",82,39315,7321,44659
"8419",82,31677,7072,53974
"8926",82,48500,9368,43869
"9052",82,24992,0072,84954
"9361",82,17417,7763,70361
"264",84,35166,1528,62566
"397",84,33581,908,56103
"489",84,20886,7632,17165
"573",84,17981,0153,28239
"2070",84,15095,7206,76928
"2072",84,46205,0998,64527
"2930",84,45735,9633,34796
"3273",84,22572,905,71003
"3475",84,14909,2295,87037
"3931",84,14282,9981,87585
"4122",84,39068,2208,34384
"4228",84,20159,9912,59174
"4234",84,8214,2007,34996
"4498",84,25437,0842,39008
"5115",84,7107,8683,17829
"5446",84,22740,7604,64228
